271.16893504713	positive	4.22076230782367
272.172457803702	positive	2.23645974125861
283.241653983148	positive	1.89399699088551
289.179646049265	positive	1.55045890069695
429.190123470553	positive	1.96699808058055
430.193533857172	positive	3.35137485811803
465.211488022132	positive	4.22076230782367
479.227241706331	positive	2.2607787569665
482.238035752941	positive	1.70399061513557
482.237983173314	positive	4.22076230782367
483.241332233956	positive	4.22076230782367
487.193248630795	positive	2.75076584226636
488.196589953489	positive	2.17425073204914
495.222008481538	positive	2.09540572780534
497.227325507855	positive	2.60594524861776
504.228014034414	positive	1.66441829657963
563.179173343044	positive	1.39609603831202
